Date,Open,High,Low,Close,Momentum,Return,10 Day ROI,20 Day ROI,30 Day ROI,10_day_RSI,14_day_RSI,30_day_RSI,EMA_12,EMA_26,Class,MACD_12_26,SRSI_10,SRSI_14,SRSI_30,Williams,ATR_14,CCI
2011-01-21,1283.630005,1291.209961,1282.069946,1283.349976,-0.410033999999996,0.00241354566718055,0.007457707091875002,N,N,59.20188220529171,N,N,1281.4313184288844,1277.89804635167,1,3.5332720772144057,0.2496756654645175,N,N,-33.06467699949713,N,N
2011-01-24,1283.290039,1291.930054,1282.469971,1290.839966,-2.4000240000000304,0.005836280157455631,0.015210354699174207,N,N,67.03664919141488,63.57905806260922,N,1282.8788026705945,1278.8567070663612,0,4.0220956042333,0.5995212477797767,0,N,-15.192306729652678,10.092733199999898,N
2011-01-25,1288.170044,1291.26001,1281.069946,1291.180054,-3.839966000000004,0.0002634625584563288,0.016877380586729614,N,N,69.35868409409964,65.30944192571224,N,1284.1559182597337,1279.769547579964,1,4.386370679769698,0.703206992885526,0,N,-14.202531028132983,10.105710639999899,N
2011-01-26,1291.969971,1299.73999,1291.969971,1296.630005,14.709961000000021,0.004220907055616729,0.017379657073938435,N,N,69.75213655900185,64.84244206173929,N,1286.075008527467,1281.0184703518185,0,5.056538175648484,0.720775812346384,0.7301177652364974,N,-8.175556812652198,9.899607354666593,N
2011-01-27,1297.51001,1301.290039,1294.410034,1299.540039,19.280029000000013,0.0022443056143837126,0.010560265025234295,N,N,64.29481894736837,68.9426978821703,N,1288.1465516770875,1282.390438399832,0,5.756113277255508,0.47709039565143735,1,N,-4.420298333259586,9.496993707377712,N
2011-01-28,1299.630005,1302.670044,1275.099976,1276.339966,-7.010009999999966,-0.017852526512266986,-0.005779930783168703,N,N,44.58391913520974,52.729508314873875,N,1286.3301538806124,1281.9422552591038,1,4.3878986215086115,-0.40305973963096,-2.0227961072567333,N,-65.02861077515686,11.906736946394016,N
2011-01-31,1276.5,1287.170044,1276.5,1286.119995,-4.719970999999987,0.0076625579865294835,-0.005505548123361092,N,N,44.82559788986568,58.465189954421696,N,1286.2978217451337,1282.2517174621332,1,4.046104283000432,0.007691527924600537,0.35376639591738623,N,-50.07571698305189,11.763182420208143,11.483229017674848
2011-02-01,1289.140015,1308.859985,1289.140015,1307.589966,16.409912000000077,0.016693598640459717,0.009706371952458367,0.02808460860026813,N,57.10245795598048,64.59489122697585,N,1289.5735362458825,1284.1286247612345,0,5.444911484647946,0,0.73183520508732,N,-3.3777123522024803,13.226756764180395,127.92718843055259
2011-02-02,1305.910034,1307.609985,1302.619995,1304.030029,7.40002400000003,-0.00272251783247468,0.01724755385757901,0.02663366344280386,N,64.00251080198498,58.56320078066526,N,1291.7976120542082,1285.602802852995,1,6.194809201213275,0,0.35981152515224474,N,-12.845636200556058,12.128521195623014,129.172793930821
2011-02-03,1302.77002,1308.599976,1294.829956,1307.099976,7.559936999999991,0.0023541996209659466,0.020964464866789056,0.023923603738568843,N,66.69983242655121,60.97009056382269,N,1294.1518218920223,1287.1951860490694,0,6.956635842952892,1,0.5082641028000356,N,-4.6808781122861856,12.34738770287327,107.18117693634308
2011-02-04,1307.01001,1311.0,1301.670044,1310.869995,34.53002900000001,0.002884262159912998,0.02144389255826818,0.029061521919752385,N,66.97927304798067,58.75633114100624,N,1296.7238485240189,1288.9488756009903,1,7.774972923028599,1,0.3717234539889089,N,-0.3271389851884279,11.945063475823506,117.87636844521978
2011-02-07,1311.849976,1322.849976,1311.849976,1319.050049,32.93005399999993,0.0062401718181062105,0.02185405142623229,0.037396813999213484,N,67.258073809108,61.22163701977256,N,1300.1586485972466,1291.178592149065,1,8.980056448181585,1,0.5237790300082676,N,-7.365631913771807,11.9497191457137,151.57398743882118
2011-02-08,1318.76001,1324.869995,1316.030029,1324.569946,16.97998000000007,0.0041847517493251996,0.025859981260212488,0.043173810592636405,N,69.20948441415987,71.43426790976665,N,1303.914232813055,1293.6520257676527,0,10.262207045402192,1,1,N,-0.5596886475531456,11.535085392951874,150.70202766697307
2011-02-09,1322.47998,1324.540039,1314.890015,1320.880005,16.84997599999997,-0.00278576530529262,0.01870232827135602,0.03640702539713485,N,64.23959360516936,70.00592800049824,N,1306.5243516110465,1295.668913118197,0,10.855438492849544,0.5895035972575329,0.9236376227119004,N,-8.016854484222781,11.287731473891641,125.03234506895623
2011-02-10,1318.130005,1322.780029,1311.73999,1321.869995,14.770019000000048,0.000749492759563708,0.017182968842716848,0.027924690572850578,N,63.41463060047513,69.37238463506725,N,1308.8852198247316,1297.6097339983305,1,11.275485826401109,0.5213644049014365,0.8897669192571508,N,-6.027725245594134,11.254705810706088,104.5470481128498
2011-02-11,1318.660034,1330.790039,1316.079956,1329.150024,18.280029000000013,0.005507371396231697,0.041376168894487184,0.035357086719035646,N,89.22909220934697,69.30756649836366,N,1312.0028820055422,1299.9460517762318,0,12.056830229310435,1,0,N,-2.9448970097231677,11.715422769278604,118.77490885346697
2011-02-14,1328.72998,1332.959961,1326.900024,1332.319946,13.269897000000128,0.0023849241566127333,0.03592195998787816,0.03021864178511835,N,88.0561565148905,70.15874904647497,N,1315.1285841585357,1302.3441180150294,0,12.784466143506279,0.9634902403654824,0,N,-1.1061444277940065,10.961358000041455,123.13886403875098
2011-02-15,1330.430054,1330.430054,1324.609985,1328.01001,3.440063999999893,-0.0032349106631179847,0.015616549936113507,0.02547450193086593,0.04413974322902393,73.44992860763834,65.55008609087236,65.90009102587261,1317.1103419802994,1304.2452951991013,1,12.865046781198089,0.5088447959637987,-4.41442369304772,0,-8.555050610538615,10.527838400035932,97.6909015636144
2011-02-16,1329.51001,1337.609985,1329.51001,1336.319946,15.43994100000009,0.006257434761353986,0.024761636068121602,0.04243626757738731,0.05205479259225701,83.43356491287729,67.30010224583833,68.04783926813678,1320.065665675638,1306.6211952584272,1,13.444470417210823,0.8196036581123531,0.37972318041581565,0,-2.0637319057176544,10.404123280031152,110.10654630187713
2011-02-17,1334.369995,1341.5,1331.0,1340.430054,18.56005899999991,0.0030756915754364123,0.025499256837259676,0.04699829997814269,0.05003289469203111,83.78288213103961,86.74480948888751,67.65048980955922,1323.1986484947706,1309.1255551652105,0,14.073093329560152,0.8304767927024083,1,0.8149925346191056,-1.6460707692308811,10.416906842693667,110.19491092207475
2011-02-18,1340.380005,1344.069946,1338.119995,1343.01001,13.859985999999935,0.0019247225860843376,0.02451807968951181,0.046487735314376936,0.05429213431959118,83.38197883749683,85.55197402893032,69.12614923736422,1326.246550264806,1311.6355147826023,0,14.61103548220376,0.8179979475678367,0.9437201685741791,1,-1.929614657626467,9.821312730334519,111.64048674884044
2011-02-22,1338.910034,1338.910034,1312.329956,1315.439941,-16.880004999999983,-0.02052856553168947,-0.0027368999400263507,0.019057339134168152,0.034557562721195506,47.32702536113558,54.55812252414049,60.66401053005713,1324.5839949932974,1311.9173241320393,0,12.666670861258126,-0.3042781424829945,-0.5186179295815317,-1.6230582812064378,-58.143807502804044,12.602478232956575,34.29487305163458
2011-02-23,1315.439941,1317.910034,1299.550049,1307.400024,-20.609985999999935,-0.006111960530777338,-0.012962638969614701,0.012562128689760648,0.029651525103366827,37.74448962055626,51.86003166959749,58.86676996356812,1321.9403071481747,1311.5827093074438,0,10.357597840730932,-0.22868885621541504,-0.08382629928635163,-0.21238609158428154,-74.4718307213304,13.370145801895706,-24.82057767907361
2011-02-24,1307.089966,1310.910034,1294.26001,1306.099976,-30.219970000000103,-0.0009943766071095483,-0.011189531936324536,0.007303526035555522,0.02481011588742249,39.07770585154925,49.43706259622993,57.56894684291093,1319.5033331253785,1311.1765809142998,1,8.326752211078656,0.025895435993581076,-0.06945634241728628,-0.12650113481738687,-76.22971047383,13.807462894976283,-45.86425189570426
2011-02-25,1307.339966,1320.609985,1307.339966,1319.880005,-20.550048999999944,0.010550516233988505,-0.001505435487247015,0.015651665504397748,0.0263772162654448,48.76321240721714,54.55834529800675,58.03108126701202,1319.561282644551,1311.821278994722,1,7.740003649829077,0.21401976965167233,0.1372712942572451,0.039986703384452475,-48.56448922158832,13.901135708979456,1.3884181155302933
2011-02-28,1321.609985,1329.380005,1320.550049,1327.219971,-15.790038999999979,0.005561085835223301,-0.0014520956740396098,0.03986399106458755,0.03385364917232468,48.80135653401175,54.16876382491621,60.04530245940521,1320.7395423915432,1312.9619228469646,0,7.777619544578556,0.21476065381658024,0.12682891953514122,0.21426946868065286,-33.82854175921858,13.314317614448864,38.50010246431171
2011-03-01,1328.640015,1332.089966,1306.140015,1306.329956,-9.109985000000052,-0.01573967801604148,-0.019507318852374243,0.015713900008218144,0.010121838252156123,36.77084633428613,41.95482877352127,52.874011803933065,1318.5226829466903,1312.4706660434856,0,6.052016903204731,-0.01891134897255893,-0.2005544275894402,-0.4062345608164771,-75.76799536542258,14.999068732522357,-25.434065240908513
2011-03-02,1305.469971,1314.189941,1302.579956,1308.439941,1.0399170000000595,0.0016152006545580022,-0.014736386663229952,0.0006500317546793456,0.01036271315712954,39.81044304381087,44.43546499314471,52.9421932833033,1316.971491877969,1312.1720938180422,1,4.799398059926716,0.05794316334488412,0.0553837304683724,0.004195231528745267,-71.53192286775857,14.547190901519384,-67.03629076633199
2011-03-03,1312.369995,1332.280029,1312.369995,1330.969971,24.869995000000017,0.017219002029837727,-0.004003513541808711,0.02065898898099683,0.03826285986366871,47.573710189874305,53.412833665564186,60.32674101417556,1319.125104050589,1313.5645291648539,0,5.56057488573515,0.20593261698679793,0.2558162497290824,0.4585691722561981,-26.29992337271836,15.786243847983457,28.88729454308055
2011-03-04,1330.72998,1331.079956,1312.589966,1321.150024,1.2700190000000475,-0.007378037982796792,-0.01438346592010977,0.010749023225443056,0.03193883561199421,41.686772888042206,47.055789780563885,58.32282731944641,1319.4366301966522,1314.126417671161,0,5.310212525491124,0.0937112263620915,0.1138862068161733,0.3352676248174571,-46.01475898302699,16.146743334919,0.6879914103919911
2011-03-07,1322.719971,1327.680054,1303.98999,1310.130005,-17.089966000000004,-0.008341232108246999,-0.024482323106437595,-0.0005645029658337968,0.02086728445148622,36.7845665625871,42.27960927496178,55.28039408402008,1318.0048417048595,1313.8303871029268,1,4.174454601932666,0.0002615456935722352,0.007251186454051853,0.14806558767691766,-68.13889702648889,17.152519423596456,-55.00641299512996
2011-03-08,1311.050049,1325.73999,1306.859985,1321.819946,15.489990000000034,0.00892273358780149,0.004850092201966963,0.002099918044883927,0.023999861188059985,52.9395554070605,47.95153041466702,56.00900107822265,1318.5917808271888,1314.4222062804877,0,4.169574546701142,0.30822054384516,0.13388488999925915,0.19289704428912946,-44.66980242656797,17.382850833783593,-25.715722261350145
2011-03-09,1319.920044,1323.209961,1312.27002,1320.02002,11.580078999999841,-0.0013617028593394531,0.009652742671205505,-0.0034350213167226285,0.02233613035661098,56.16934278371349,44.363006307734615,55.562414760811514,1318.811509930698,1314.8368591485996,0,3.974650782098479,0.36978927003446743,0.053765987297850364,0.16541842375442384,-48.283390687352195,16.523796189279125,-21.975781605497772
2011-03-10,1315.719971,1315.719971,1294.209961,1295.109985,-35.859985999999935,-0.018870952426918386,-0.008414356635743418,-0.01950973585976868,-0.0011722850729494968,45.635078107501485,36.29819172141999,49.72730147049385,1315.1651214798214,1313.3756092116664,1,1.789512268155022,0.16897690011075073,-0.12629246455916962,-0.19361824537407218,-98.19489717054662,17.761964564041897,-120.8184176780884
2011-03-11,1293.430054,1308.349976,1291.98999,1304.280029,-16.869995000000017,0.007080513706332114,-0.011819238067781752,-0.013306880454609309,0.003647436675862231,43.56860659887705,38.73931862208666,50.83169475084683,1313.4904918675413,1312.7018625293208,0,0.7886293382205167,0.12958420837747914,0.04839029867015036,0.05693086999935525,-73.80642055663888,17.575034088836304,-108.00459957246132
2011-03-14,1301.189941,1301.189941,1286.369995,1296.390015,-13.739990000000034,-0.006049325163745234,-0.02322897234342478,-0.024647337327212117,0.015709019175224936,37.347136528556234,43.745506432612345,53.71779612536275,1310.8596492725349,1311.493577527149,0,-0.6339282546141476,0.01098569318620853,0.14762763175760513,0.20570781846558578,-78.17466221000853,17.61970074365813,-126.43776917780171
2011-03-15,1288.459961,1288.459961,1261.119995,1281.869995,-39.949951000000056,-0.011200348530916449,-0.01872418288170988,-0.03786624312836044,-0.0033045128110305135,39.40760035420416,41.96005985235789,49.22555387366509,1306.3997024613757,1309.2992380806936,0,-2.8995356193179305,0.050263861780623795,0.11223484113516079,-0.025864814387875593,-70.84037368503786,19.973076644503703,-170.79011577092584
2011-03-16,1279.459961,1280.910034,1249.050049,1256.880005,-63.14001499999995,-0.019494948861799366,-0.0394056573667374,-0.05356134702629236,-0.03878124054066045,31.364772057266478,36.5121173077528,40.87653885030204,1298.781287467318,1305.416331926568,1,-6.635044459250139,-0.10305480457534223,0.004240632886805176,-0.41953594205490824,-90.592385099696,21.685992558569886,-178.4383443171079
2011-03-17,1261.609985,1278.880005,1261.609985,1273.719971,-21.390014000000065,0.013398228894571318,-0.04301374279465243,-0.04684505023469887,-0.023243374252081755,28.420639918753963,37.55927679520393,44.79547895815655,1294.9257003184998,1303.0684533394149,0,-8.142753020915052,-0.05087992273606034,0.024998406822770162,0.1387254568880467,-70.35933205799158,21.727860217427235,-126.08514198649587
2011-03-18,1276.709961,1288.880005,1276.180054,1279.209961,-25.070067999999992,0.004310201712304007,-0.031745117691493914,-0.04567197879315821,-0.02133732347341115,33.65801084157262,36.93035596759279,45.25049559067932,1292.5078942695,1301.3011576105694,1,-8.793263341069405,0.08612899564998253,0.012531350448245012,0.15483246248169413,-63.763163225558806,20.852150055103603,-84.33651183741779
2011-03-21,1281.650024,1300.579956,1281.650024,1298.380005,1.9899900000000343,0.014985846408680281,-0.008968575603304345,-0.03323132714401733,-0.009528015781610772,45.69502360116295,47.81534675983506,47.97902987945714,1293.4112959203462,1301.0847759357125,0,-7.6734800153662945,0.2840786606417429,0.2283038100096843,0.25141907912499606,-40.73054445044923,20.92119604775646,-38.40557929170023
2011-03-22,1298.290039,1299.349976,1292.699951,1293.77002,11.900024999999914,-0.0035505668465681817,-0.02122068598290023,-0.016473516064539322,-0.01916532963943661,39.160706791483875,46.02333290942426,45.86169882077704,1293.466484240293,1300.5429421626968,1,-7.076457922403733,0.17662128319604323,0.19278083682105465,0.1764682734441576,-46.269395955640086,19.01837324138892,-27.71567353772875
2011-03-23,1292.189941,1300.51001,1284.050049,1297.540039,40.660033999999996,0.002913979255756871,-0.017030030347569995,-0.007541674176992406,-0.02040655314702429,41.4433759558372,39.91190050524493,45.54975084989431,1294.0931849725557,1300.320504891386,1,-6.22731991883029,0.21415996537536994,0.07163431254167017,0.16542571510057064,-40.88742536304475,18.677251609203736,-29.61643085574617
2011-03-24,1300.609985,1311.339966,1297.73999,1309.660034,35.94006300000001,0.009340748366686746,0.0112346049127248,0.0027257163045840424,-0.008494315121379997,56.13563328761547,46.58015631264881,48.20261828187159,1296.4880848229318,1301.0123218623946,0,-4.524237039462832,0.4557753457762151,0.2038187106739899,0.25933382199581634,-22.917485506963832,18.02694166130991,15.581460773338236
2011-03-25,1311.800049,1319.180054,1310.150024,1313.800049,34.59008799999992,0.0031611371596607096,0.007299061388909706,-0.004606446023098924,-0.0061049468030326785,54.192362521492164,51.138987140610716,48.72015277982645,1299.151463927096,1301.9595609096245,0,-2.8080969825284683,0.42381809817456995,0.2941881155957574,0.27765387989622137,-15.56910964372769,16.892685439801912,46.39765332928157
2011-03-28,1315.449951,1319.73999,1310.189941,1310.189941,11.809936000000107,-0.002747836706771034,0.010644887603519641,-0.012831354539646163,-0.014264817859266683,56.315169928588475,46.2000936011623,46.95762443498271,1300.8496911690813,1302.569218694097,1,-1.7195275250155646,0.458727840605635,0.1962847524364248,0.21526263553233646,-17.55668210609516,15.913667247828318,46.60255192581447
2011-03-29,1309.369995,1319.449951,1305.26001,1319.439941,25.66992100000016,0.00706004504426283,0.02930870224480141,0.010035737862234287,-0.009667351328537403,68.06419152620977,49.81926776336466,47.97280237169943,1303.7097296046072,1303.8189018278676,1,-0.10917222326042975,0.6519414672487662,0.2680274048157152,0.2511986333322088,-0.4244578447164698,15.683837081451223,51.865325077337936
2011-03-30,1321.890015,1331.73999,1321.890015,1328.26001,30.719970999999987,0.006684706689502828,0.05679142377636916,0.015147863022930965,0.00018825159307345884,90.63985980171698,61.47931488924054,50.03879696074914,1307.4866958192829,1305.6293542850628,0,1.8573415342200406,1,0.49916375531640866,0,-4.208468355298579,15.23266533725772,92.45721104224863
2011-03-31,1327.439941,1329.77002,1325.030029,1325.829956,16.169922000000042,-0.0018295017404008629,0.040911649488457345,-0.003861856474596562,-0.007849909021712705,85.49229461449141,57.82778237796254,48.34181974672566,1310.3087358470855,1307.125695152836,0,3.1830406942494847,0.917267281767461,0.42677966550270396,0,-7.1472224172949765,13.833642092290013,90.04624890987205
2011-04-01,1329.47998,1337.849976,1328.890015,1332.410034,18.60998500000005,0.004962987878062375,0.04158822603164515,0.008522885210196209,-0.005983169338875426,85.7045710929184,63.209597705764786,48.742077121120744,1313.7089355629184,1308.9986091415149,0,4.710326421403579,0.9206790326512923,0.5334630382633833,0.2358649079595388,-6.126065846878424,13.591825813318003,106.1880749037006
2011-04-04,1333.560059,1336.73999,1329.099976,1332.869995,22.680053999999927,0.00034520979898289283,0.026563864097706922,0.01735704847092639,-0.007550215504350521,80.91039113548895,70.85373148575056,48.3989127035412,1316.6567908609309,1310.766859945847,0,5.8899309150838235,0.8436259939528401,0.6849922015310026,0.033643914805533734,-5.60809132196691,12.798250904875612,97.28347314070352
2011-04-05,1332.030029,1338.209961,1330.030029,1332.630005,13.190063999999893,-0.0001800550698120018,0.030036238588988216,0.008178163018883595,0.013067920065534859,87.78662640344193,88.83409575984592,52.97066535052336,1319.1142084207877,1312.3863521720807,0,6.727856248706985,0.9541422505193394,1,1,-7.284540141370332,12.182475050892197,93.23421625580731
2011-04-06,1335.939941,1339.380005,1331.089966,1335.540039,7.280029000000013,0.002183677381629945,0.029286186828798123,0.011757411830769088,0.021523645772856394,87.57888797504093,86.97357362485442,54.95073603313398,1321.641259279128,1314.10144008526,0,7.53981919386797,0.9508034361016762,0.9645857025010806,1,-6.075900280365724,11.663483577439901,92.17062813580122
2011-04-07,1334.819946,1338.800049,1326.560059,1333.51001,7.680053999999927,-0.0015200060954518868,0.01821081454792257,0.029650010767232185,0.020986168366639642,79.46599556445537,83.8780826360185,54.80995425765498,1323.467220928493,1315.5391119307963,0,7.928108997696654,0.8204113735549864,0.9056642649529267,0.9786982056697365,-10.168018243415014,11.74035110044792,77.16579208219484
2011-04-08,1336.160034,1339.459961,1322.939941,1328.170044,-4.239990000000034,-0.0040044438811523975,0.010937733645951492,0.01831663022419854,0.006280903543197458,67.24249500645428,72.4626020785941,51.49915583817996,1324.1907321702631,1316.474736528515,0,7.715995641748123,0.6239527779474874,0.6883751411362914,0.4777388537887176,-20.37526607152894,12.377640287054856,63.18930360432995
2011-04-11,1329.01001,1333.77002,1321.060059,1324.459961,-8.410033999999996,-0.0027933795200096867,0.010891565835949225,0.02165239293361888,-0.0020795422464298993,67.08155351855092,73.45952671961166,49.49424495355046,1324.2321519902225,1317.066234637514,0,7.165917352708448,0.6213660935080795,0.7073512044450789,0.1743743084164699,-27.070968818719617,12.421949715447544,47.406716558623856
2011-04-12,1321.959961,1321.959961,1309.51001,1314.160034,-18.469970999999987,-0.007776699412055721,-0.0040016273844177145,0.025189792354879153,0.005993951194364219,43.83479279669711,61.551239653418854,51.49274986050266,1322.682595376342,1316.8509605162167,0,5.831634860125405,0.24773941085950318,0.4806817050969223,0.4767695605794103,-60.64224493348769,12.75901655338788,9.797594340110054
2011-04-13,1314.030029,1321.349976,1309.189941,1314.410034,-21.130004999999983,0.00019023558283004505,-0.010427157255152152,0.04577209341475682,0.004562756617959208,29.781128954810725,53.953699992312366,51.14628597283594,1321.4098936261357,1316.670151144645,0,4.739742481490794,0.021866057443598614,0.3360655649511379,0.4243458540816825,-73.24550552718624,12.67915234626948,1.1636264891644574
2011-04-14,1311.130005,1316.790039,1302.420044,1314.52002,-18.989990000000034,8.367708489354087e-05,-0.00853045743069642,0.03203219697338006,-0.012359370503032976,32.28951319656376,50.64236914569582,46.543986142960854,1320.3499130682687,1316.5108821709675,1,3.8390308973011997,0.06218132090192245,0.2730357017133307,-0.2720315292027793,-67.33260498396919,12.904598033433553,-23.190089413186456
2011-04-15,1314.540039,1322.880005,1313.680054,1319.680054,-8.489990000000034,0.003925413018814217,-0.009554100971293097,0.03163678694962875,-0.0011126442669618442,29.13802715895524,58.23934557211458,49.685002363301905,1320.2468578269966,1316.7456356397847,0,3.5012221872118516,0.011529994132853352,0.4176411209112599,0.3736302686978554,-53.40159644526218,12.410645095642419,1.1363865693842707
2011-04-18,1313.349976,1313.349976,1294.699951,1305.140015,-19.319946000000073,-0.011017851604204099,-0.020804714716381675,0.005206495767007722,-0.0038087746872113156,18.905668004063912,38.62923891046854,48.946594301307776,1317.9227281613048,1315.8859600368376,1,2.036768124467244,-0.15292657048076327,0.044370554418242565,0.2857951276932118,-76.67546544337256,14.086572816223413,-78.51414385365496
2011-04-19,1305.98999,1312.699951,1303.969971,1312.619995,-1.5400389999999788,0.005731170536519059,-0.015015428082005377,0.01456980352659593,-0.006960063681774745,30.69652721726564,37.29283873664226,48.02270978055179,1317.1069230595656,1315.6440367007754,1,1.4628863587902288,0.16436874686566819,0.01893270960931334,0.17589718463248902,-59.96416444053526,13.372360440726968,-58.48069671055601
2011-04-20,1319.119995,1332.660034,1319.119995,1330.359985,15.949951000000056,0.013514947256307863,-0.003878621268351152,0.025293975533343886,0.007833188014830352,46.11457293886174,52.94731508276432,52.079802576586445,1319.1458556657863,1316.7341069451625,1,2.411748720623791,0.379301756288666,0.3169094292003958,0.6584966254433899,-20.330594206748337,14.261384248630037,39.99773477794418
2011-04-21,1333.22998,1337.48999,1332.829956,1337.380005,22.85998500000005,0.00527678228385664,0.0029021116984341328,0.021165776064294244,0.032638170108772596,52.70062362155493,53.215143286446,59.16163275607055,1321.9511094095114,1318.2634327270023,0,3.6876766825091636,0.4711136317367235,0.3220074323390833,1,-4.64690691534707,13.310533682146032,89.03761810689163
2011-04-25,1337.140015,1337.550049,1331.469971,1335.25,15.569946000000073,-0.0015926699906060326,0.005330609609803878,0.016326648043837953,0.023744878639094753,55.17237681133675,51.507093780537176,56.923746223184565,1323.9970925772789,1319.5216969694466,1,4.475395607832297,0.5055707452531636,0.28949539058075513,0.8226383570957813,-9.405630159600108,12.346472924526555,73.30237370519453
2011-04-26,1336.75,1349.550049,1336.75,1347.23999,42.099975000000086,0.008979584347500458,0.017199484824592604,0.02827837998185329,0.03922428776188938,64.84621846376872,58.05312073190367,61.16353305371406,1327.5729229500052,1321.5749038605986,1,5.998019089406625,0.6404275187109287,0.4140964052806941,1,-4.2115859118427,12.606949734589675,120.99972976467437
2011-04-27,1348.430054,1357.48999,1344.25,1355.660034,43.04003899999998,0.006249847141191145,0.031579106749794826,0.027451111547031684,0.057564370246453875,77.7257824710201,60.45519411418571,66.64559188618803,1331.8940169576967,1324.0997283153692,1,7.794288642327501,0.8199731953888216,0.459818914986154,1,-2.914404942478279,12.691355103311055,143.01980506905983
2011-04-28,1353.859985,1361.709961,1353.599976,1360.47998,30.119995000000017,0.0035554238371831026,0.035049904374056286,0.024257276254217804,0.0824263052860007,79.00763523158804,63.6198198545784,75.7096973830406,1336.2918574257435,1326.79456177349,0,9.49729565225357,0.8378426761544763,0.5200563049828697,1,-1.835518305399377,12.080505756202921,146.13405731327563
2011-04-29,1360.140015,1364.560059,1358.689941,1363.609985,26.22998000000007,0.002300662300080303,0.03734440271210181,0.02849538044379502,0.07057282294900914,79.77673992275615,68.30574538242233,73.93615306302885,1340.4946462833213,1329.521630160639,0,10.973016122682338,0.8485642675168993,0.6092510302590644,0.939190774213847,-1.3599664060065018,11.252454055375841,137.2407257457029
2011-05-02,1365.209961,1370.579956,1358.589966,1361.219971,25.969970999999987,-0.001752710838356042,0.03147726365499805,0.021622425728445086,0.06410989008863727,76.07324867666073,69.2501140029564,72.2044262532368,1343.683157778195,1331.8696554079993,0,11.813502370195692,0.7969362899334591,0.6272267106593357,0.8798153386025838,-12.335245628937496,11.350792181325733,123.04795413822248
2011-05-03,1359.76001,1360.839966,1349.52002,1356.619995,9.380004999999983,-0.003379303931766886,0.03944402853972726,0.01781869206231175,0.04485588947436081,86.9191065343258,73.6466625556559,67.1193042045736,1345.6734404277033,1333.7030138962957,0,11.970426531407611,0.9481313837355744,0.710913260518338,0.7054625855767911,-18.397417079769596,11.39734669048231,84.04361930149487
